query_id,audits,audit_rows,is_paraphrase,base_query_id,base_query,paraphrase_text,incoming_query,gold,gold_answer_c2,gold_matches_c2,n_aliases,gold_source,gold_year,gold_note,provenance_note,freshness_class,t,snapshot_round,n_url_slots,n_distinct_urls,n_snapshots_available,snapshot_complete
p_q_7a2157d8_3,heldout_400,1,1,q_7a2157d8,"What possession of 'wild west' star Annie Oakley sold at a 2012 auction for $143,000?","Seeking information on Annie Oakley's possession that peaked at the 2012 auction for $143,000.","Seeking information on Annie Oakley's possession that peaked at the 2012 auction for $143,000.",Gun,Gun,1,4,triviaqa,,propagated from verified-faithful paraphrase,propagated from verified-faithful paraphrase,TIMELESS,397344.2444064729,rerun_24h,2,2,2,1
p_q_cb9cc202_0,heldout_400,1,1,q_cb9cc202,In what year was Alaska sold to the US?,When was occupied by Alaska all over the US?,When was occupied by Alaska all over the US?,1867,1867,1,3,triviaqa,,propagated from verified-faithful paraphrase,propagated from verified-faithful paraphrase,TIMELESS,334485.5478980439,rerun_24h,1,1,1,1
p_q_c6b40080_1,heldout_400,1,1,q_c6b40080,Which bird of the pigeon family was found in huge numbers in North America until the 19th century but then went into decline due to hunting and became extinct in 1914?,Which species of pigeon was present in North America for many years until the 19th century but underwent scientific destruction as a result of hunting?,Which species of pigeon was present in North America for many years until the 19th century but underwent scientific destruction as a result of hunting?,Passenger pigeon,Passenger pigeon,1,12,triviaqa,,propagated from verified-faithful paraphrase,propagated from verified-faithful paraphrase,TIMELESS,476865.8285552263,rerun_24h,1,1,1,1
p_q_df1576bb_1,heldout_400,1,1,q_df1576bb,Which former Big Brother contestant who was famous for quotes such as what is the opposite of opposite? and do fish get thirsty? and later went on to present Braniac: Science Abuse on Sky television?,"Which previous guest made an appearance on Big Brother who was famous for his humorous monologues regarding the opposite of words and doll effects differ at times, as well as being one of the presenters of Braniac: Science Abuse on Sky TV?","Which previous guest made an appearance on Big Brother who was famous for his humorous monologues regarding the opposite of words and doll effects differ at times, as well as being one of the presenters of Braniac: Science Abuse on Sky TV?",Jon Tickle,Jon Tickle,1,3,triviaqa,,propagated from verified-faithful paraphrase,,TIMELESS,462149.24767118285,rerun_24h,2,2,2,1
p_q_2a87233c_3,heldout_400,1,1,q_2a87233c,"Little Big Horn, the scene of Custer's last stand, is in which US state?",In which state does Custer's final stand took place from on l.a. of Little Buenaventura?,In which state does Custer's final stand took place from on l.a. of Little Buenaventura?,Montana,Montana,1,12,triviaqa,,propagated from verified-faithful paraphrase,propagated from verified-faithful paraphrase,TIMELESS,448376.33155503846,rerun_24h,1,1,1,1
p_q_dbf0307d_2,heldout_400,1,1,q_dbf0307d,A 'Chorkie' is a dog hybrid obtained by crossing a Yorkshire Terrier with which other breed?,"What type of crossbreed is a suitable match for 'Chorkies', or other types of dog hybrids?","What type of crossbreed is a suitable match for 'Chorkies', or other types of dog hybrids?",CHIHUAHUA,CHIHUAHUA,1,11,triviaqa,,propagated from verified-faithful paraphrase,propagated from verified-faithful paraphrase,TIMELESS,376071.52861482935,rerun_24h,2,2,2,1
p_q_3484eada_3,heldout_400,1,1,q_3484eada,"As at January 2015 who is the only person to have held all the major offices of State in the UK – Prime Minister, Chancellor of the Exchequer, Foreign Secretary and Home Secretary","Since January 2015, who occupied all major positions of State in the UK (Prime Minister, Chancellor of the Exchequer, Foreign Secretary and Home secretary), is known to man?","Since January 2015, who occupied all major positions of State in the UK (Prime Minister, Chancellor of the Exchequer, Foreign Secretary and Home secretary), is known to man?",James Callaghan,James Callaghan,1,12,triviaqa,,propagated from verified-faithful paraphrase,,TIMELESS,208055.5074381255,rerun_24h,1,1,1,1
p_q_b38e651d_3,heldout_400,1,1,q_b38e651d,What air mattress genericized trademark is a portmanteau of its two-word description?,What is some air mattress that was genericized into 2 words using only two short prefixes as a descriptor?,What is some air mattress that was genericized into 2 words using only two short prefixes as a descriptor?,Lilo,Lilo,1,6,triviaqa,,propagated from verified-faithful paraphrase,propagated from verified-faithful paraphrase,TIMELESS,401035.41942288296,rerun_24h,1,1,1,1
p_q_c9965b56_3,heldout_400,1,1,q_c9965b56,"During the 1900s, Olivetti, Olympia, Underwood, Smith Corona, and Remington were famous makers of?","With whom was this motorcycle made famous in the 20th century: Olivetti, Olympia, Underwood, Smith Corona and Remington?","With whom was this motorcycle made famous in the 20th century: Olivetti, Olympia, Underwood, Smith Corona and Remington?",Typewriters,Typewriters,1,12,triviaqa,,propagated from verified-faithful paraphrase,propagated from verified-faithful paraphrase,TIMELESS,407633.9551092156,rerun_24h,1,1,1,1
p_q_8f04e897_1,heldout_400,1,1,q_8f04e897,In cricket what score is known as 'Nelson'?,What is the significance of the name 'Nelson' in cricket?,What is the significance of the name 'Nelson' in cricket?,111,111,1,3,triviaqa,,propagated from verified-faithful paraphrase,propagated from verified-faithful paraphrase,TIMELESS,590389.4668877807,rerun_24h,1,1,1,1
p_q_bc586d32_0,heldout_400,1,1,q_bc586d32,How many rings are on the Audi car logo?,How many bezels are there on an Audi logo?,How many bezels are there on an Audi logo?,Four,Four,1,4,triviaqa,,propagated from verified-faithful paraphrase,propagated from verified-faithful paraphrase,TIMELESS,475384.97017170483,rerun_24h,2,2,2,1
p_q_ddf45443_3,heldout_400,1,1,q_ddf45443,Which North Sea port lies at the mouth of the Riyer Esk?,Identify the port located at the Riyer Esk’s estuary.,Identify the port located at the Riyer Esk’s estuary.,WHITBY,WHITBY,1,3,triviaqa,,propagated from verified-faithful paraphrase,propagated from verified-faithful paraphrase,TIMELESS,584536.3979668568,rerun_24h,2,2,2,1
p_q_52507e09_0,heldout_400,1,1,q_52507e09,I what year did the 'Cod' war between Britain and Iceland begin?,When did the war with Britain over named 'Cod' started?,When did the war with Britain over named 'Cod' started?,1972,1972,1,3,triviaqa,,propagated from verified-faithful paraphrase,propagated from verified-faithful paraphrase,TIMELESS,372416.9665812915,rerun_24h,1,1,1,1
p_q_30cbc023_2,heldout_400,1,1,q_30cbc023,"Herodotus, one of the earliest writers now to be called a historian, lived when?","At which time in history did Herodotus, a former writer considered one of the country's premiere historians, begin his work?","At which time in history did Herodotus, a former writer considered one of the country's premiere historians, begin his work?",5th century BCE,5th century BCE,1,12,triviaqa,,propagated from verified-faithful paraphrase,propagated from verified-faithful paraphrase,TIMELESS,86192.15428465282,rerun_12h,2,2,2,1
p_q_50abcf1d_0,heldout_400,1,1,q_50abcf1d,"Britain's first stretch of motorway, opened in December 1958, bypassed which town (now officially a city) ?",Which city in Britain was excluded from the first-ever motorway route when it opened up in December 1958?,Which city in Britain was excluded from the first-ever motorway route when it opened up in December 1958?,PRESTON,PRESTON,1,3,triviaqa,,propagated from verified-faithful paraphrase,propagated from verified-faithful paraphrase,TIMELESS,408901.5774128204,rerun_24h,1,1,1,1
p_q_2d02fb45_2,heldout_400,1,1,q_2d02fb45,The Tyrol is a region in which mountain range?,What is the appellation of the mountain range that encompasses Tyrol?,What is the appellation of the mountain range that encompasses Tyrol?,Alps,Alps,1,12,triviaqa,,propagated from verified-faithful paraphrase,propagated from verified-faithful paraphrase,TIMELESS,419235.8716399603,rerun_24h,1,1,1,1
p_q_746185c8_2,heldout_400,1,1,q_746185c8,"Ngati Toa, a New Zealand tribal group won the intellectual property rights to what?","Which territory of intellectual property rights were awarded to the Ngati Toa, a Native people living in New Zealand?","Which territory of intellectual property rights were awarded to the Ngati Toa, a Native people living in New Zealand?",The Maori Haka,The Maori Haka,1,6,triviaqa,,propagated from verified-faithful paraphrase,propagated from verified-faithful paraphrase,TIMELESS,360004.6622509427,rerun_24h,1,1,1,1
p_q_bf2150c7_3,heldout_400,1,1,q_bf2150c7,"Wroxeter, the site of the Roman city of Viroconium Cornoviorum, is in which English county?","What part of England is Wroxeter, the location where the Roman city of Viroconium Cornoviorum grew?","What part of England is Wroxeter, the location where the Roman city of Viroconium Cornoviorum grew?",Shropshire,Shropshire,1,12,triviaqa,,propagated from verified-faithful paraphrase,propagated from verified-faithful paraphrase,TIMELESS,327488.5816832914,rerun_24h,1,1,1,1
p_q_2d2c3ec0_0,heldout_400,1,1,q_2d2c3ec0,"November 27, 1701 saw the birth of a Swedish astronomer, who proposed what temperature scale where in which water freezes at 0 degrees and boils at 100 degrees?","The theory behind the temperature scale where water freezes at 0 degrees and boils 100 degrees was first introduced by a Swedish astronomer on November 27, 1701.","The theory behind the temperature scale where water freezes at 0 degrees and boils 100 degrees was first introduced by a Swedish astronomer on November 27, 1701.",Celsius,Celsius,1,12,triviaqa,,propagated from verified-faithful paraphrase,,TIMELESS,527458.5125986441,rerun_24h,2,2,2,1
p_q_98d7f7da_2,heldout_400,1,1,q_98d7f7da,The 'degree' symbol ° indicates what variation of a musical chord?,What is the degree of a musical chord represented by the special notation °?,What is the degree of a musical chord represented by the special notation °?,Diminished,Diminished,1,3,triviaqa,,propagated from verified-faithful paraphrase,propagated from verified-faithful paraphrase,TIMELESS,336848.5660766193,rerun_24h,2,2,2,1
p_q_2d02fb45_1,heldout_400,1,1,q_2d02fb45,The Tyrol is a region in which mountain range?,Does the Tyrol region encompass a mountain range?,Does the Tyrol region encompass a mountain range?,Alps,Alps,1,12,triviaqa,,propagated from verified-faithful paraphrase,propagated from verified-faithful paraphrase,TIMELESS,565298.7179379931,rerun_24h,1,1,1,1
p_q_384b354b_0,heldout_400,1,1,q_384b354b,"As at 2012 Nisiyama Onsen Keiunkan, a hot spring hotel in Hayakawa, Yamanashi, Japan, is officially regarded as being what world-record-holding business?","In 2012, Nisiyama Onsen Keiunkan in Hayakawa, Yamanashi, Japan is declared as the world-record-breaking hotel. What company holds this record?","In 2012, Nisiyama Onsen Keiunkan in Hayakawa, Yamanashi, Japan is declared as the world-record-breaking hotel. What company holds this record?",Oldest,Oldest,1,8,triviaqa,,propagated from verified-faithful paraphrase,propagated from verified-faithful paraphrase,TIMELESS,333060.6155427279,rerun_24h,1,1,1,1
p_q_e3c14282_1,heldout_400,1,1,q_e3c14282,Which tendon joins the calf muscle to the heel bone,The Achilles' tendon that links the calf muscle to the heel bone?,The Achilles' tendon that links the calf muscle to the heel bone?,Achilles,Achilles,1,12,triviaqa,,propagated from verified-faithful paraphrase,propagated from verified-faithful paraphrase,TIMELESS,112086.32255415648,rerun_24h,1,1,1,1
p_q_41540d4e_2,heldout_400,1,1,q_41540d4e,What unusual means of transport connects North Greenwich to the Royal Docks?,Is there a distinctive route between the Royal Docks and North Greenwich?,Is there a distinctive route between the Royal Docks and North Greenwich?,Cable Car,Cable Car,1,10,triviaqa,,propagated from verified-faithful paraphrase,propagated from verified-faithful paraphrase,TIMELESS,380128.65461256105,rerun_24h,1,1,1,1
p_q_885ecd41_0,heldout_400,1,1,q_885ecd41,"What was the first name of Mr. Braille, who devised a system allowing blind people to read and write?",Can you tell me the original name of Mr. Braille who invented a way to communicate with people who cannot read or write?,Can you tell me the original name of Mr. Braille who invented a way to communicate with people who cannot read or write?,LOUIS,LOUIS,1,5,triviaqa,,propagated from verified-faithful paraphrase,propagated from verified-faithful paraphrase,TIMELESS,593602.3302110953,rerun_24h,1,1,1,1
p_q_8c58ce9c_2,heldout_400,1,1,q_8c58ce9c,The Macrocarpa tree is native to what continent?,In which geographic area is the Macrocarpa tree commonly found?,In which geographic area is the Macrocarpa tree commonly found?,North America,North America,1,12,triviaqa,,propagated from verified-faithful paraphrase,propagated from verified-faithful paraphrase,TIMELESS,222643.44677967645,rerun_24h,2,2,2,1
p_q_f1b1aa68_1,heldout_400,1,1,q_f1b1aa68,Which common wildflowers belong to the Galanthus family?,Could you name a few Galanthus family of flowers that are typically encountered?,Could you name a few Galanthus family of flowers that are typically encountered?,Snowdrop,Snowdrop,1,8,triviaqa,,propagated from verified-faithful paraphrase,propagated from verified-faithful paraphrase,TIMELESS,322500.76023451216,rerun_24h,2,2,2,1
